item,option,supplier,part_number,price,multiplier,category
Air Flow Monitor,Ebtron Under 8K CFM,Mike Moore Sales,Ebtron Gold Series,2150.0,1.0,Air Flow Monitor
Air Flow Monitor,Ebtron 8K to 20K CFM,Mike Moore Sales,Ebtron Gold Series,2595.0,1.0,Air Flow Monitor
Air Flow Monitor,Ebtron Over 20K CFM,Mike Moore Sales,Ebtron Gold Series,2965.0,1.0,Air Flow Monitor
Air Flow Monitor,Ebtron Fan Array for 2 or 4 Fans,Mike Moore Sales,GTC108-F/A4,2000.0,1.0,Air Flow Monitor
Air Flow Monitor,Ebtron Fan Array for 3 or 6 Fans,Mike Moore Sales,GTC108-F/A6,2545.0,1.0,Air Flow Monitor
Air Flow Monitor,Ebtron Fan Array for 4 or 8 Fans,Mike Moore Sales,GTC108-F/A8,3100.0,1.0,Air Flow Monitor
Air Flow Monitor,Voluflo OA Diff Press Low Flow Monitor,TRS ,,0.0,1.0,Air Flow Monitor
Air Flow Monitor,Electraflo SD OA Monitor - Small Duct,TRS ,,0.0,1.0,Air Flow Monitor
Air Flow Monitor,Retrofit Flow Ring for VAV Boxes,Nailor,36FMI,95.0,1.0,Air Flow Monitor
Alarm Indication Panel,Flush Mtd,Kele,RAD-1,128.76,1.0,Alarm Indication Panel
Alarm Indication Panel,Surface Mtd,Kele,AIS-24A,140.94,1.0,Alarm Indication Panel
BacNet Card,,Honeywell,DR-MSTP-AX,0.0,1.0,BacNet Card
Modbus Card,,Honeywell,,0.0,1.0,Modbus Card
BTU Meter,,Onicon,System 10 + F3500 Flow Meter,4635.0,1.0,BTU Meter
Comm Card,,,,243.0,1.0,Comm Card
Computer,Laptop,,,1200.0,1.0,Computer
Computer,Desktop,,,2200.0,1.0,Computer
Computer,Server,,,3500.0,1.0,Computer
Computer,BACNet/IP Router,Kele,BASRT-B,400.62,1.0,Computer
Communicating Room Thermostat,"2H/2C, 2BIs, OAT, Econ- BACnet",Broudy,TEC3630-14-000,459.05,1.05,Communicating Room Thermostat
Communicating Room Thermostat,"2H/2C, Occ. Sensor, 2BIs, OAT, Econ- BACnet",Broudy,TEC3631-14-000,547.72,1.0,Communicating Room Thermostat
Communicating Room Thermostat,FCU/VAV on/off floating Dehumid- BACnet,Broudy,TEC3612-14-000,451.98,1.05,Communicating Room Thermostat
Communicating Room Thermostat,FCU/VAV 0-10VDC Dehumid- BACnet,Broudy,TEC3622-14-000,503.83,1.05,Communicating Room Thermostat
Communicating Room Thermostat,"2H/2C, 2BIs, OAT, Econ- Wireless",Broudy,TEC3131-14-000,739.27,1.0,Communicating Room Thermostat
Communicating Room Thermostat,Honeywell FCU Thermostat - BACnet,Broudy,TC300B-G,168.49,1.0,Communicating Room Thermostat
Communicating Room Thermostat,Honeywell RTU/HP Commercial Thermostat - BACnet,Broudy,TC500A-N,389.23,1.0,Communicating Room Thermostat
Communicating Room Thermostat,"JCI FCU/RTU BACnet Thermostat - 3CO's, 3BO's, 3UI's w Humd & Occ Sensor",Broudy,TEC4K-SB0-000 ,200.0,1.05,Communicating Room Thermostat
Current Sw,Analog - Current,ALPS,H921,52.46,1.0,Current Sw
Current Sw,Digital Status Switch,Kele,H600,31.43,1.0,Current Sw
Current Sw,Digital for VFD Status,ALPS,H904,88.31,1.0,Current Sw
"CO, NO2 and O2 Sensors",Combo CO/NO2 Sensor - UL Listed BACNet,Kele,GWNPXX + AG04,570.36,1.0,CO
"CO, NO2 and O2 Sensors",CO Sensor - Non UL Listed,Kele,CMD5B1100,273.18,1.0,CO
"CO, NO2 and O2 Sensors",CO Sensor - UL Listed,Broudy,E3SA + E3SCO,818.46,1.0,CO
"CO, NO2 and O2 Sensors",NO2 Sensor - Non UL Listed,ALPS,NDD5B1100,443.17,1.0,CO
"CO, NO2 and O2 Sensors",NO2 Sensor - UL Listed,Broudy,E3SA + E3NO2,994.06,1.0,CO
"CO, NO2 and O2 Sensors","Belimo 0-5000 PPM CO Sensor, BACnet, CANBUS, 1 BO, 2AO,",Broudy,22G15-5A5,640.46,1.0,CO
"CO, NO2 and O2 Sensors","Belimo 0-2000 PPM CO Sensor, BACnet, CANBUS, 1 BO, 2AO,",Broudy,22G15-5A3,444.23,1.0,CO
"CO, NO2 and O2 Sensors","Belimo 0-10 PPM NO Sensor, BACnet, CANBUS, 1 BO, 2AO,",Broudy,22G14-5A,427.49,1.0,CO
"CO, NO2 and O2 Sensors","Belimo 0-250 PPM CO Sensor, BACnet, CANBUS, 1 BO, 2AO,",Broudy,22G02-5A,404.24,1.0,CO
"CO, NO2 and O2 Sensors","Belimo 0-10,000 PPM CO Sensor, CANBUS",Broudy,22G15-5C6,627.44,1.0,CO
"CO, NO2 and O2 Sensors","Belimo 0-10 PPM NO Sensor, CANBUS",Broudy,22G14-5C,298.84,1.0,CO
"CO, NO2 and O2 Sensors","Belimo 0-250 PPM CO Sensor, CANBUS",Broudy,22G02-5C,281.17,1.0,CO
"CO, NO2 and O2 Sensors","Belimo 0-250 PPM CO, 0-10 PPM NO2 CANBUS",Broudy,22G0214-5C,416.33,1.0,CO
"CO, NO2 and O2 Sensors","Belimo Comm Module, 1 BO, 2 AO, BACnet, CANBUS",Broudy,C-22G-5A,278.07,1.0,CO
"CO, NO2 and O2 Sensors","Belimo 0-250 PPM CO, 0-10 PPM NO2 BACnet",Broudy,22G0214-5A,593.96,1.0,CO
"CO, NO2 and O2 Sensors",Oxygen Sensor - 4-20mA output,Kele,K-O2H5,712.53,1.0,CO
"CO, NO2 and O2 Sensors",Macurco CO/NO2 Sensor - Modbus,Macurco,CX-6/MRS-485,947.0,1.0,CO
Damper Actuator,Small - Non Spring Return,Honeywell,MN7505A2001,186.5,1.045,Damper Actuator
Damper Actuator,Medium - Non Spring Return,Honeywell,MN7510A2001,230.45,1.045,Damper Actuator
Damper Actuator,Large - Non Spring Return,Honeywell,MN7220A2205,423.28,1.045,Damper Actuator
Damper Actuator,Small - Spring Return,Honeywell,MS7505A2130,406.65,1.045,Damper Actuator
Damper Actuator,Medium - Spring Return,Honeywell,MS7510A2008,331.02,1.045,Damper Actuator
Damper Actuator,Large - Spring Return,Honeywell,MS7520A2007,427.24,1.045,Damper Actuator
Damper Actuator,Small - 2 Pos Spring Return,Honeywell,MS8105A1030,207.48,1.045,Damper Actuator
Damper Actuator,Medium - 2 Pos Spring Return,Honeywell,MS8110A1008,293.41,1.045,Damper Actuator
Damper Actuator,Large - 2 Pos Spring Return,Honeywell,MS8120A1007,364.68,1.045,Damper Actuator
Damper Actuator,Pneumatic with Positioner,ALPS,D3153-1,578.49,1.0,Damper Actuator
Damper Actuator,Pneumatic Slave,ALPS,D3153-2,416.44,1.0,Damper Actuator
Damper Actuator,HW Smoke Damper - 24V (45VA),Honeywell,MS8120F1002,511.18,1.0,Damper Actuator
Damper Actuator,HW Smoke Damper - 120V w ES,Honeywell,MS4120F1204,544.84,1.0,Damper Actuator
Damper Actuator,Belimo Smoke Damper - 24V (32VA),Broudy,FSAF24A,368.59,1.0,Damper Actuator
Damper Actuator,End Switch,Kele,TS-470,50.03,1.0,Damper Actuator
Damper Actuator,Belimo Metal Weather Shield,Broudy,ZS-100,87.42,1.0,Damper Actuator
Damper Actuator,Belimo Large Outside Actuator,Broudy,AFX24-S-N4,653.48,1.0,Damper Actuator
Damper Actuator,JCI Rotary Floating Actuator,Broudy,M9104-AGP-2S,181.36,1.0,Damper Actuator
Display,Reveal Grey Touchscreen,Honeywell,LCD-GT043A100,0.0,1.045,Display
Display,Reveal Color Touchcreen,Honeywell,LCD-CT043A100,0.0,1.045,Display
Display,"LOYTEC 7"" Color",Broudy,LVIS-3ME7-G2,1883.39,1.0,Display
Display,"EasyIO 10"" Android Panel Mount Display",Broudy,EI-SH-SYSVIEW10 ,756.06,1.0,Display
Display,"HW HMI 7"" Display - Ethernet Only",Broudy,WEB-HMI7,457.34,1.0,Display
Display,"HW HMI 10"" Display - Ethernet Only",Broudy,WEB-HMI10,1386.69,1.0,Display
Drivers,Allen Bradley CIP,Broudy,DR-ML-CIP-N4-J8,2880.73,1.0,Drivers
Drivers,ASI,Broudy,DR-ML-ASI-N4-J8,2880.73,1.0,Drivers
Drivers,Barber Colman ASD,Broudy,DR-ML-ASD-N4-J8,2880.73,1.0,Drivers
Drivers,Barber Colman GCM,Broudy,DR-ML-GCM-N4-J8,2880.73,1.0,Drivers
Drivers,CSI I-Net,Broudy,DR-ML-INET-N4-J8,2880.73,1.0,Drivers
Drivers,JCI N2 Open,Broudy,DR-ML-N2-N4-J8,2880.73,1.0,Drivers
Drivers,Robertshaw DMS,Broudy,DR-ML-DMS-N4-J8,2880.73,1.0,Drivers
Drivers,Robertshaw Microsmart TCP for 500 Point Block,Broudy,DR-ML-MSTCP-N4-J3,1424.76,1.0,Drivers
Drivers,Robertshaw Microsmart TCP,Broudy,DR-ML-MSTCP-N4-J8,2880.73,1.0,Drivers
Drivers,Robertshaw Microsmart for N4 Supervisor,Broudy,DR-ML-MSTCP-N4-WS,3156.32,1.0,Drivers
Drivers,Siemens APOGEE 600,Broudy,DR-ML-TEC-N4-J8,2880.73,1.0,Drivers
Drivers,Trane Comm 3 Non Isolated,Broudy,DR-ML-NICOM3-N4-J8,2880.73,1.0,Drivers
Drivers,Trane Comm 4,Broudy,DR-ML-TCOMM4-N4-J8,2880.73,1.0,Drivers
Drivers,Modbus Slave Driver over RS-485,Broudy,EZDR-MDB-S-AX,0.0,1.0,Drivers
Drivers,Modbus Slave Driver over Ethernet,Broudy,EZDR-MDB-TS-AX,0.0,1.0,Drivers
Drivers,Carrier CCN Driver for Niagara 4,Broudy,DR-CCN,1243.63,1.0,Drivers
Humidity,Duct High Limit,ALPS,HC-201,236.33,1.0,Humidity
Humidity,Duct Sensor Only,Broudy,A/RH3-D,128.34,1.0,Humidity
Humidity,Space Sensor Only 3%,Broudy,A/RH3-R,119.66,1.0,Humidity
Humidity,Space Sensor Only 2%,Broudy,A/RH2-R,148.49,1.0,Humidity
Emergency Stop Switch,Flush Mtd,Kele,AOW401R + SSG1-67,75.69000000000001,1.0,Emergency Stop Switch
Emergency Stop Switch,Surface Mtd,Kele,AOW401R + E-1PBG,179.36,1.0,Emergency Stop Switch
Filter Status,Digital Status,ALPS,AFS-145,40.9,1.0,Filter Status
Filter Status,Analog Status,Kele,PX3DXX01,146.69,1.0,Filter Status
Filter Status,Dwyer Magnahelic Guage,Kele,2002,76.29,1.0,Filter Status
Filter Status,Dwyer Magnahelic Mounting Kit,Kele,A-602,52.14,1.0,Filter Status
Static pressure tips,Duct Kit,Kele,A-302K + A-345k,17.9,1.0,Static pressure tips
Static pressure tips,Outside Air Kit,Kele,A-306-K,57.0,1.0,Static pressure tips
Static pressure tips,Room Press Tip - SS,Kele,RPS,15.95,1.0,Static pressure tips
Flow Sensor,Hot Tap with Transmitter,Kele,226B + 310-00,2241.99,1.0,Flow Sensor
Flow Sensor,Hot Tap Tool,Kele,HTT,723.84,1.0,Flow Sensor
Flow Sensor,Immersion with Transmitter,Kele,220B + 310-00,1344.15,1.0,Flow Sensor
Flow Sensor,Onicon Dual Turbine for Domestic Water - Pulse/Analog,Onicon,F-1200-00,1816.8,1.06,Flow Sensor
Flow Sensor,Onicon Dual Turbine - Non Isolated - Pulse/Analog,Onicon,F-1200-10,1473.6,1.06,Flow Sensor
Flow Sensor,Onicon Dual Turbine - Isolated - Pulse/Analog,Onicon,F-1200-11,1618.4,1.06,Flow Sensor
Flow Sensor,"Onicon Electromagnetic - Pulse/Analog - 1 1/4"" to 2 1/2"" Pipe ND",Onicon,F-3500,2809.6,1.06,Flow Sensor
Flow Sensor,"Onicon Electromagnetic - Pulse/Analog - 3"" to 72"" Pipe - ND",Onicon,FT-3400,2809.6,1.06,Flow Sensor
Flow Sensor,"Onicon Electromagnetic - BACnet - 3"" to 72""  w Display",Onicon,FT-3500,3576.0,1.06,Flow Sensor
Flow Sensor,"Onicon Electromagnetic - w/o BACnet - 3"" to 72""  w Display",Onicon,FT-3500,3148.0,1.06,Flow Sensor
Flow Sensor,Onicon Steam Meter w Integral Electronics - Pulse/Analog,Onicon,F-2606-110,7171.2,1.06,Flow Sensor
Flow Sensor,Onicon Steam Meter w Remote Electronics 100' - Pulse/Analog,Onicon,F-2606-120,8576.0,1.06,Flow Sensor
Flow Sensor,"Onicon Mounting Hardware - 1 1/4"" to 2"" Copper",Onicon,,156.8,1.06,Flow Sensor
Flow Sensor,"Onicon Mounting Hardware - 2 1/2"" to 3"" Steel",Onicon,,275.2,1.06,Flow Sensor
Flow Sensor,"Onicon Mounting Hardware - 4"" and Up Steel",Onicon,,456.0,1.06,Flow Sensor
Flow Sensor,Water Flow Switch,Kele,F261KFH-V01C,202.28,1.0,Flow Sensor
Guard,Wire - Single Thermostat,Kele,AT-1103,76.75,1.0,Guard
Guard,Cast Aluminum - Single Thermostat,Kele,134-117,182.27,1.0,Guard
Guard,Kenall - Single Thermostat,ALPS,TG1,35.41,1.0,Guard
Guard,Clear Plastic Medium,Broudy,TG511A1000,40.19,1.0,Guard
Guard,Clear Plastic Small,Broudy,TG510A1001,38.66,1.0,Guard
Guard,Clear Plastic Large,Broudy,TG512A1009,41.66,1.0,Guard
I/O Module,16 Point,Honeywell,IO-16-H,0.0,1.045,I/O Module
I/O Module,34 Point ,Honeywell,IO-34-H,0.0,1.045,I/O Module
I/O Module,Sylk - 12 UI,Honeywell,SIO12000,233.83,1.045,I/O Module
I/O Module,"Sylk - 6 UI, 4 AO, 2 DO",Honeywell,SIO6042,299.47,1.045,I/O Module
I/O Module,"Sylk - 4 UI, 2 AO, 2 DO",Honeywell,SIO4022,266.33,1.045,I/O Module
I/O Module,Remote I/O Module,Honeywell,IO-16-REM-H,,1.045,I/O Module
I/O Module,"CIPer 30 - 7 Pt Expansion Module - 2 DO, 2 AO, 3 UI",Honeywell,WEB-O3022H,350.11,1.045,I/O Module
I/O Module,"CIPer 30 - 20 Pt Expansion Module - 6 DO, 5 AO, 9 UI",Honeywell,WEB-O9056H,450.77,1.045,I/O Module
I/O Module,CIPer 50 - 255 Panel Bus Expansion License,Honeywell,EAGLEH255PUP,164.12,1.045,I/O Module
I/O Module,CIPer 50 - 1 Device & 50 Exp License for Added MSTP Contrs,Honeywell,PIN-DEV-UP-1,142.23,1.045,I/O Module
I/O Module,CIPer 50 - 2 Device & 100 Exp License for Added MSTP Contrs,Honeywell,PIN-DEV-UP-2,244.35,1.045,I/O Module
I/O Module,CIPer 50 - 10 Device & 500 Exp License for Added MSTP Contrs,Honeywell,PIN-DEV-UP-10,760.4,1.045,I/O Module
I/O Module,CIPer 50 - 25 Device & 1250 Exp License for Added MSTP Contrs,Honeywell,PIN-DEV-UP-25,1287.39,1.045,I/O Module
I/O Module,CIPer 50 - 50 Device & 2500 Exp License for Added MSTP Contrs,Honeywell,PIN-DEV-UP-50,2405.2,1.045,I/O Module
I/O Module,Ciper 50 - Panel Bus 8 AI Module,Honeywell,XF821A + XSU821-22,467.65,1.045,I/O Module
I/O Module,Ciper 50 - Panel Bus 8 AO Module,Honeywell,XFR822A + XSU821-22,567.68,1.045,I/O Module
I/O Module,Ciper 50 - Panel Bus 12 BI Module,Honeywell,XF823A + XSU823,387.63,1.045,I/O Module
I/O Module,Ciper 50 - Panel Bus 6 BO Module,Honeywell,XFR824A + XSU824-25,496.09000000000003,1.045,I/O Module
I/O Module,Ciper 50 - Panel Bus 3 Floating BO Module,Honeywell,XFR825A + XSU824-25,581.12,1.045,I/O Module
I/O Module,"Ciper 50 - Panel Bus Mixed I/O - 8 AI, 8 AO, 12 BI, 6 BO",Honeywell,XFU830A,922.58,1.045,I/O Module
I/O Module,Optimizer Unitary Cntr 8-DI - RTU Modbus I/O Module,Broudy,ISMA-B-8I,206.8,1.0,I/O Module
I/O Module,Optimizer Unitary Cntr 8-UI - RTU Modbus I/O Module,Broudy,ISMA-B-8U,294.81,1.0,I/O Module
I/O Module,"Optimizer Unitary Cntr 4-UI, 4 DO w OVR I/O Module",Broudy,ISMA-B-4U40-H,310.41,1.0,I/O Module
I/O Module,"Optimizer Unitary Cntr 5-UI, 5-DI, 4-AO, 4-DO I/O Module",Broudy,ISMA-B-MIX18,338.81,1.0,I/O Module
I/O Module,"Optimizer Unitary Cntr 8-UI, 12-DI, 6-AO, 12-DO I/O Module",Broudy,ISMA-B-MIX38,532.41,1.0,I/O Module
I/O Module,Optimizer Plant Cntr 16 Universal I/O Module,Honeywell,IO-16UIO-S-S,531.73,1.045,I/O Module
I/O Module,Optimizer Plant Cntr 16 Digital Input Module,Honeywell,IO-16DI-S-S,347.93,1.045,I/O Module
I/O Module,Optimizer Plant Cntr 16 Universal Input Module,Honeywell,IO-16UI-S-S,512.04,1.045,I/O Module
I/O Module,Optimizer Plant Cntr 16 Universal I/O Module with HOA,Honeywell,IOD-16UIO-S-S,594.1,1.045,I/O Module
I/O Module,Optimizer Plant Cntr  8 Relay Digital Output Module with HOA,Honeywell,IOD-8DOR-S-S,452.96,1.045,I/O Module
I/O Module,Optimizer Plant Cntr 8 Relay Digital Output Module,Honeywell,IO-8DOR-S-S,407.0,1.045,I/O Module
I/O Module,"JCI, F4 Expansion Module, 3UI, 1BI, 4CO, 2BO",JCI,F4-XPM04060-0,311.46,1.05,I/O Module
I/O Module,"JCI, F4 Expansion Module, 7UI, 2BI, 4CO, 2AO, 3BO",JCI,F4-XPM09090-0,420.39,1.05,I/O Module
I/O Module,"JCI, F4 Expansion Module, 18BI",JCI,F4-XPM18000-0,387.08,1.05,I/O Module
I/O Module,"JCI, 2UI, 2RO, 2UO",JCI,FX-PCX2711-0,413.49,1.05,I/O Module
I/O Module,"JCI, 8UI, 2AO",JCI,FX-PCX2721-0,592.35,1.05,I/O Module
I/O Module,"JCI, 4UI, 4RO, 4UO",JCI,FX-PCX3711-0,517.68,1.05,I/O Module
I/O Module,"JCI, 16BI",JCI,FX-PCX3721-0,814.7,1.05,I/O Module
I/O Module,"JCI, 8BI, 8BO",JCI,FX-PCX3731-0,897.56,1.05,I/O Module
I/O Module,"JCI, 6UI, 2BI, 4CO, 3BO",JCI,FX-PCX4711-0,741.43,1.05,I/O Module
I/O Module,"Siemens 24VDC SUPPLY 1200MA, 4 A FUSE",Siemens,TXS1.12F4,213.57,1.0,I/O Module
I/O Module,Siemens 6 RELAY OUTPUT MODULE,Siemens,TXM1.6R,278.44,1.0,I/O Module
I/O Module,Siemens 8 UNIVERSAL I/O MODULE,Siemens,TXM1.8U,363.81,1.0,I/O Module
I/O Module,Siemens 8 UNIV I/O MODULE W/ 4-20MA,Siemens,TXM1.8X,453.95,1.0,I/O Module
I/O Module,Siemens 8 DIGITAL INPUT MODULE,Siemens,TXM1.8D,185.23,1.0,I/O Module
I/O Module,Siemens 16 DIGITAL INPUT MODULE,Siemens,TXM1.16D,277.79,1.0,I/O Module
I/O Module,Siemens @ADDRESS KEY 1-12 + RESET KEY,Siemens,TXA1.K12,7.68,1.0,I/O Module
I/O Module,Siemens 6 RELAY OUTPUT MODULE W/OVD,Siemens,TXM1.6R-M,427.71,1.0,I/O Module
I/O Module,Siemens 8 UNIV I/O MODULE W/ OVD&LCD,Siemens,TXM1.8U-ML,590.96,1.0,I/O Module
I/O Module,"Siemens8 UNIV I/O W/ 4-20MA, OVD&LCD",Siemens,TXM1.8X-ML,695.23,1.0,I/O Module
I/O Module,Siemens TX-I/O Module Distance Expansion Module,Siemens,TXA1.IBE,157.38,1.0,I/O Module
I/O Module,Phoenix 8 Digital Inputs,Broudy,IB IL 24 DI 8/HD-ECO,45.44,1.0,I/O Module
I/O Module,Phoenix 8 Digital Outputs,Broudy,IB IL 24 DO 8/HD-ECO,51.63,1.0,I/O Module
I/O Module,Phoenix 4 Analog 4-20mA Inputs,Broudy,IB IL AI 4/I/4-20-ECO,177.6,1.0,I/O Module
I/O Module,Phoenix 4 Analog 0-10VDC Inputs,Broudy,IB IL AI 4/U/0-10-ECO,125.29,1.0,I/O Module
I/O Module,Phoenix 4 RTD Platinum 100 Inputs,Broudy,IB IL RTD 4/PT100-ECO,303.98,1.0,I/O Module
I/O Module,Phoenix 4 RTD Platinum 1000 Inputs,Broudy,IB IL RTD 4/PT1000-ECO,259.96,1.0,I/O Module
I/O Module,Phoenix 4 RTD Inputs 0 - 300K Ohm Range,Broudy,IB IL AI/TEMP 4 RTD-PAC,289.35,1.0,I/O Module
I/O Module,Phoenix 4 RTD Inputs 0 - 100K Ohm Range,Broudy,IB IL RTD 4/NTC-ECO,156.04,1.0,I/O Module
I/O Module,Phoenix 4 4-20 Analog Outputs,Broudy,IB IL AO 4/I/4-20-ECO,177.6,1.0,I/O Module
I/O Module,Phoenix 4 4-20 Analog Outputs,Broudy,IB IL AO 4/U/0-10-ECO,125.29,1.0,I/O Module
I/O Module,Phoenix RS232 Module,Broudy,IB IL RS 232-ECO,257.28,1.0,I/O Module
I/O Module,Phoenix RS485 Module,Broudy,IB IL RS 485-ECO,257.07,1.0,I/O Module
Jace,AX Extended Memory,Honeywell,NPM-256MB,846.15,1.045,Jace
Jace,300 AX Panel,Honeywell,WEB-300-O,,1.045,Jace
Jace,600 AX Panel,Honeywell,WEB-600-O,,1.045,Jace
Jace,700 AX Panel,Honeywell,WEB-700-O,,1.045,Jace
Jace,Wall Adapter (Plug),Honeywell,NPB-WPM-US,0.0,1.045,Jace
Jace,LON Repeater,Honeywell,Q7740A1008,,1.045,Jace
Jace,WEB 8000 Panel,Honeywell,Non WiFi Base Jace ONLY - Needs Core,809.63,1.045,Jace
Jace,WEB 8005 Panel,Honeywell,WEB-8005,1174.33,1.045,Jace
Jace,WEB 8010 Panel,Honeywell,WEB-8010,1356.6799999999998,1.045,Jace
Jace,WEB 8025 Panel,Honeywell,WEB-8025,1699.5,1.045,Jace
Jace,WEB 8100 Panel,Honeywell,WEB-8100,3439.12,1.045,Jace
Jace,WEB 8200 Panel,Honeywell,WEB-8200,4750.21,1.045,Jace
Jace,WEB 9005 Panel,Honeywell,WEB-9005,1330.06,1.045,Jace
Jace,WEB 9010 Panel,Honeywell,WEB-9010,1512.4099999999999,1.045,Jace
Jace,WEB 9025 Panel,Honeywell,WEB-9025,1855.23,1.045,Jace
Jace,WEB 9100 Panel,Honeywell,WEB-9100,3594.85,1.045,Jace
Jace,WEB 9200 Panel,Honeywell,WEB-9200,4905.94,1.045,Jace
Jace,WEB 8000 Panel Wall Adater (Plug),Honeywell,WPM-8000,47.41,1.045,Jace
Jace,WEB8000 - Single Port LON Module,Honeywell,NPB-8000-LON,255.29,1.045,Jace
Jace,WEB8000 - Dual Port RS-485 Module,Honeywell,NPB-8000-2X-485,255.29,1.045,Jace
Jace,WEB8000 - Single Port RS-232 Module,Honeywell,NPB-8000-232,235.23,1.045,Jace
Jace,"WEB8000 - 16 Point Module, 8UI, 4DO, 4AO",Honeywell,IO-R-16,304.52,1.045,Jace
Jace,"WEB8000 - 34 Point Module, 16UI, 10DO, 8AO",Honeywell,IO-R-34,676.52,1.045,Jace
Jace,Enables WEB-800 to run WEBs-AX (3.8U),Honeywell,JACE-8000-AX,0.0,1.045,Jace
Jace,JCI FX80 BASE - NO LICENSES,JCI,FX-SC9BASE-0,1203.16,1.05,Jace
Jace,JCI FX80 5 Device License,JCI,FX-SC8CL005-0,378.4,1.05,Jace
Jace,JCI FX80 10 Device License,JCI,FX-SC8CL010-0,656.7,1.05,Jace
Jace,JCI FX80 25 Device License,JCI,FX-SC8CL025-0,927.83,1.05,Jace
Jace,JCI FX80 100 Device License,JCI,FX-SC8CL100-0,2740.84,1.05,Jace
Jace,JCI FX80 200 Device License,JCI,FX-SC8CL200-0,4105.89,1.05,Jace
Jace,JCI FX80 Wall Power Supply,JCI,FX-SC8XPS-0,61.16,1.05,Jace
Jace,JCI FX80 LON Expansion Module,JCI,FX-SC8XLON-0,280.9,1.05,Jace
Jace,JCI FX80 Dual RS485 Expansion Module,JCI,FX-SC8XD485-0,280.9,1.05,Jace
Jace,JCI FX80 Dual RS232 Expansion Module,JCI,FX-SC8X232-0,258.25,1.05,Jace
Jace,JCI FX80 Downgrade to run AX Ver 3.8,JCI,FX-SC8LAX-0,,1.05,Jace
Jace Maintenance,WEB300E 1 Year Maintenance,Honeywell,SMA-3E-1YR,,1.045,Jace Maintenance
Jace Maintenance,WEB300E 3 Year Maintenance,Honeywell,SMA-3E-3YR,,1.045,Jace Maintenance
Jace Maintenance,WEB300E 5 Year Maintenance,Honeywell,SMA-3E-5YR,,1.045,Jace Maintenance
Jace Maintenance,WEB600E 1 Year Maintenance,Honeywell,SMA-6E-1YR,,1.045,Jace Maintenance
Jace Maintenance,WEB600E 3 Year Maintenance,Honeywell,SMA-6E-3YR,,1.045,Jace Maintenance
Jace Maintenance,WEB600E 5 Year Maintenance,Honeywell,SMA-6E-5YR,,1.045,Jace Maintenance
Jace Maintenance,WEB700 1 Year Maintenance,Honeywell,SMA-7-1YR,,1.045,Jace Maintenance
Jace Maintenance,WEB700 3 Year Maintenance,Honeywell,SMA-7-3YR,,1.045,Jace Maintenance
Jace Maintenance,WEB700 5 Year Maintenance,Honeywell,SMA-7-5YR,,1.045,Jace Maintenance
Jace Maintenance,WEB-9005 Initial 18 Month Maintenance,Honeywell,SMA-9005-1YR-INIT,76.96,1.045,Jace Maintenance
Jace Maintenance,WEB-9010 Initial 18 Month Maintenance,Honeywell,SMA-9010-1YR-INIT,115.42,1.045,Jace Maintenance
Jace Maintenance,WEB-9025 Initial 18 Month Maintenance,Honeywell,SMA-9025-1YR-INIT,187.56,1.045,Jace Maintenance
Jace Maintenance,WEB-9100 Initial 18 Month Maintenance,Honeywell,SMA-9100-1YR-INIT,555.48,1.045,Jace Maintenance
Jace Maintenance,WEB-9200 Initial 18 Month Maintenance,Honeywell,SMA-9200-1YR-INIT,832.02,1.045,Jace Maintenance
Jace Maintenance,WEB-9005 Additional 1 Year Maintenance,Honeywell,SMA-9005-1YR,76.96,1.045,Jace Maintenance
Jace Maintenance,WEB-9005 Additional 3 Year Maintenance,Honeywell,SMA-9005-3YR,187.56,1.045,Jace Maintenance
Jace Maintenance,WEB-9005 Additional 5 Year Maintenance,Honeywell,SMA-9005-5YR,240.47,1.045,Jace Maintenance
Jace Maintenance,WEB-9010 Additional 1 Year Maintenance,Honeywell,SMA-9010-1YR,115.42,1.045,Jace Maintenance
Jace Maintenance,WEB-9010 Additional 3 Year Maintenance,Honeywell,SMA-9010-3YR,281.35,1.045,Jace Maintenance
Jace Maintenance,WEB-9010 Additional 5 Year Maintenance,Honeywell,SMA-9010-5YR,360.7,1.045,Jace Maintenance
Jace Maintenance,WEB-9025 Additional 1 Year Maintenance,Honeywell,SMA-9025-1YR,187.56,1.045,Jace Maintenance
Jace Maintenance,WEB-9025 Additional 3 Year Maintenance,Honeywell,SMA-9025-3YR,456.89,1.045,Jace Maintenance
Jace Maintenance,WEB-9025 Additional 5 Year Maintenance,Honeywell,SMA-9025-5YR,586.74,1.045,Jace Maintenance
Jace Maintenance,WEB-9100 Additional 1 Year Maintenance,Honeywell,SMA-9100-1YR,555.48,1.045,Jace Maintenance
Jace Maintenance,WEB-9100 Additional 3 Year Maintenance,Honeywell,SMA-9100-3YR,1351.43,1.045,Jace Maintenance
Jace Maintenance,WEB-9100 Additional 5 Year Maintenance,Honeywell,SMA-9100-5YR,1733.77,1.045,Jace Maintenance
Jace Maintenance,WEB-9200 Additional 1 Year Maintenance,Honeywell,SMA-9200-1YR ,832.02,1.045,Jace Maintenance
Jace Maintenance,WEB-9200 Additional 3 Year Maintenance,Honeywell,SMA-9200-3YR,2027.14,1.045,Jace Maintenance
Jace Maintenance,WEB-9200 Additional 5 Year Maintenance,Honeywell,SMA-9200-5YR,2599.45,1.045,Jace Maintenance
